Timestamp, Temperature(C), Humidity(%),Pressure(hPa)
2024-07-19 22:15:25,21.81,62.30,1006.56
2024-07-19 22:15:27,21.81,62.15,1006.57
2024-07-19 22:15:29,21.80,62.06,1006.56
2024-07-19 22:15:31,21.79,62.11,1006.59
2024-07-19 22:15:34,21.81,62.12,1006.57
2024-07-19 22:15:36,21.80,62.20,1006.59
2024-07-19 22:15:38,21.80,62.28,1006.59
2024-07-19 22:15:40,21.80,62.08,1006.59
2024-07-19 22:15:42,21.81,62.11,1006.56
2024-07-19 22:15:44,21.80,62.07,1006.62
2024-07-19 22:15:46,21.81,62.09,1006.59
2024-07-19 22:15:49,21.80,61.88,1006.57
2024-07-19 22:15:51,21.80,61.99,1006.61
2024-07-19 22:15:53,21.80,62.03,1006.61
2024-07-19 22:15:55,21.81,61.85,1006.62
2024-07-19 22:15:57,21.80,62.07,1006.56
2024-07-19 22:15:59,21.80,61.81,1006.58
2024-07-19 22:16:01,21.80,62.11,1006.59
2024-07-19 22:16:03,21.80,62.13,1006.56
2024-07-19 22:16:06,21.81,62.12,1006.57
2024-07-19 22:16:08,21.80,62.07,1006.60
2024-07-19 22:16:10,21.80,61.97,1006.58
2024-07-19 22:16:12,21.81,62.04,1006.59
2024-07-19 22:16:14,21.80,62.01,1006.56
2024-07-19 22:16:16,21.80,62.05,1006.57
2024-07-19 22:16:18,21.81,62.00,1006.59
2024-07-19 22:16:21,21.80,62.04,1006.55
2024-07-19 22:16:23,21.81,62.10,1006.55
2024-07-19 22:16:25,21.81,61.97,1006.54
2024-07-19 22:16:27,21.82,62.03,1006.59
2024-07-19 22:16:29,21.80,61.97,1006.59
2024-07-19 22:16:31,21.81,61.99,1006.56
2024-07-19 22:16:33,21.80,61.98,1006.57
2024-07-19 22:16:35,21.80,61.92,1006.56
2024-07-19 22:16:38,21.81,61.84,1006.53
2024-07-19 22:16:40,21.81,61.97,1006.57
2024-07-19 22:16:42,21.81,61.86,1006.55
2024-07-19 22:16:44,21.81,61.89,1006.57
2024-07-19 22:16:46,21.81,61.99,1006.57
2024-07-19 22:16:48,21.81,61.92,1006.58
2024-07-19 22:16:50,21.80,62.01,1006.58
2024-07-19 22:16:52,21.82,61.93,1006.55
2024-07-19 22:16:55,21.81,62.09,1006.58
2024-07-19 22:16:57,21.81,61.92,1006.57
2024-07-19 22:16:59,21.81,62.04,1006.57
2024-07-19 22:17:01,21.82,62.02,1006.57
2024-07-19 22:17:03,21.81,62.15,1006.61
2024-07-19 22:17:05,21.81,61.94,1006.60
2024-07-19 22:17:07,21.82,62.11,1006.55
2024-07-19 22:17:10,21.83,62.00,1006.57
2024-07-19 22:17:12,21.82,62.09,1006.60
2024-07-19 22:17:14,21.82,62.02,1006.56
2024-07-19 22:17:16,21.82,61.96,1006.56
2024-07-19 22:17:18,21.82,62.08,1006.55
2024-07-19 22:17:20,21.82,62.00,1006.56
2024-07-19 22:17:22,21.81,61.94,1006.58
2024-07-19 22:17:24,21.82,62.01,1006.54
2024-07-19 22:17:27,21.81,61.98,1006.55
2024-07-19 22:17:29,21.82,61.91,1006.57
2024-07-19 22:17:31,21.82,62.10,1006.54
2024-07-19 22:17:33,21.82,62.00,1006.55
2024-07-19 22:17:35,21.82,62.01,1006.57
2024-07-19 22:17:37,21.82,61.81,1006.52
2024-07-19 22:17:39,21.83,62.12,1006.56
2024-07-19 22:17:42,21.83,61.87,1006.54
2024-07-19 22:17:44,21.82,61.93,1006.55
2024-07-19 22:17:46,21.83,62.00,1006.55
2024-07-19 22:17:48,21.83,61.92,1006.56
2024-07-19 22:17:50,21.83,62.04,1006.52
2024-07-19 22:17:52,21.83,61.93,1006.52
2024-07-19 22:17:54,21.83,61.91,1006.54
2024-07-19 22:17:56,21.81,62.09,1006.54
2024-07-19 22:17:59,21.82,62.12,1006.54
2024-07-19 22:18:01,21.84,62.13,1006.53
2024-07-19 22:18:03,21.83,62.02,1006.55
2024-07-19 22:18:05,21.83,62.23,1006.54
2024-07-19 22:18:07,21.84,62.44,1006.56
2024-07-19 22:18:09,21.84,62.18,1006.56
2024-07-19 22:18:11,21.83,62.03,1006.58
2024-07-19 22:18:13,21.84,62.15,1006.58
2024-07-19 22:18:16,21.83,62.02,1006.57
2024-07-19 22:18:18,21.83,62.10,1006.56
2024-07-19 22:18:20,21.84,62.05,1006.56
2024-07-19 22:18:22,21.84,61.93,1006.59
2024-07-19 22:18:24,21.83,61.99,1006.54
2024-07-19 22:18:26,21.83,62.03,1006.55
2024-07-19 22:18:28,21.84,62.11,1006.57
2024-07-19 22:18:31,21.84,62.06,1006.58
2024-07-19 22:18:33,21.83,62.15,1006.57
2024-07-19 22:18:35,21.83,62.14,1006.59
2024-07-19 22:18:37,21.83,62.02,1006.55
2024-07-19 22:18:39,21.84,62.01,1006.58
2024-07-19 22:18:41,21.84,61.82,1006.57
2024-07-19 22:18:43,21.84,61.75,1006.58
2024-07-19 22:18:45,21.84,61.94,1006.60
2024-07-19 22:18:48,21.84,61.91,1006.59
2024-07-19 22:18:50,21.83,62.03,1006.60
2024-07-19 22:18:52,21.84,61.98,1006.60
2024-07-19 22:18:54,21.83,61.87,1006.62
2024-07-19 22:18:56,21.84,61.85,1006.63
2024-07-19 22:18:58,21.83,62.10,1006.56
2024-07-19 22:19:00,21.84,62.02,1006.61
2024-07-19 22:19:03,21.83,61.99,1006.60
2024-07-19 22:19:05,21.84,62.20,1006.57
2024-07-19 22:19:07,21.84,62.10,1006.58
2024-07-19 22:19:09,21.85,62.00,1006.58
2024-07-19 22:19:11,21.85,61.95,1006.57
2024-07-19 22:19:13,21.84,62.12,1006.58
2024-07-19 22:19:15,21.84,62.29,1006.54
2024-07-19 22:19:17,21.84,62.27,1006.58
2024-07-19 22:19:20,21.84,62.06,1006.56
2024-07-19 22:19:22,21.84,62.05,1006.58
2024-07-19 22:19:24,21.83,62.02,1006.58
2024-07-19 22:19:26,21.83,62.12,1006.59
2024-07-19 22:19:28,21.83,62.00,1006.59
2024-07-19 22:19:30,21.83,62.07,1006.58
2024-07-19 22:19:32,21.83,61.94,1006.60
2024-07-19 22:19:35,21.83,62.02,1006.61
2024-07-19 22:19:37,21.84,61.94,1006.59
2024-07-19 22:19:39,21.83,62.07,1006.62
2024-07-19 22:19:41,21.84,62.14,1006.60
2024-07-19 22:19:43,21.83,62.07,1006.57
2024-07-19 22:19:45,21.84,62.07,1006.58
2024-07-19 22:19:47,21.84,62.12,1006.57
2024-07-19 22:19:49,21.83,61.96,1006.57
2024-07-19 22:19:52,21.84,61.90,1006.56
2024-07-19 22:19:54,21.83,61.85,1006.55
2024-07-19 22:19:56,21.84,61.98,1006.58
2024-07-19 22:19:58,21.83,62.01,1006.57
2024-07-19 22:20:00,21.84,62.06,1006.57
2024-07-19 22:20:02,21.84,61.94,1006.58
2024-07-19 22:20:04,21.84,62.03,1006.56
2024-07-19 22:20:06,21.84,62.05,1006.59
2024-07-19 22:20:09,21.84,62.05,1006.58
2024-07-19 22:20:11,21.84,61.93,1006.54
2024-07-19 22:20:13,21.84,62.19,1006.56
2024-07-19 22:20:15,21.84,62.22,1006.57
2024-07-19 22:20:17,21.84,62.12,1006.58
2024-07-19 22:20:19,21.83,62.11,1006.54
2024-07-19 22:20:21,21.84,61.95,1006.59
2024-07-19 22:20:24,21.84,62.25,1006.59
2024-07-19 22:20:26,21.83,62.25,1006.59
2024-07-19 22:20:28,21.83,62.16,1006.57
2024-07-19 22:20:30,21.84,62.12,1006.56
2024-07-19 22:20:32,21.84,61.88,1006.57
2024-07-19 22:20:34,21.84,61.96,1006.56
2024-07-19 22:20:36,21.84,62.11,1006.59
2024-07-19 22:20:38,21.84,61.91,1006.59
2024-07-19 22:20:41,21.83,61.94,1006.57
2024-07-19 22:20:43,21.84,62.22,1006.58
2024-07-19 22:20:45,21.85,62.15,1006.58
2024-07-19 22:20:47,21.84,62.18,1006.58
2024-07-19 22:20:49,21.85,62.11,1006.55
2024-07-19 22:20:51,21.85,62.12,1006.60
2024-07-19 22:20:53,21.84,62.25,1006.57
2024-07-19 22:20:55,21.86,62.20,1006.61
2024-07-19 22:20:58,21.86,62.27,1006.58
2024-07-19 22:21:00,21.85,62.15,1006.60
2024-07-19 22:21:02,21.86,62.20,1006.59
2024-07-19 22:21:04,21.85,62.40,1006.57
2024-07-19 22:21:06,21.85,62.37,1006.58
2024-07-19 22:21:08,21.85,62.35,1006.57
2024-07-19 22:21:10,21.85,62.35,1006.58
2024-07-19 22:21:13,21.85,62.40,1006.57
2024-07-19 22:21:15,21.85,62.26,1006.57
2024-07-19 22:21:17,21.84,62.35,1006.57
2024-07-19 22:21:19,21.84,62.08,1006.59
2024-07-19 22:21:21,21.85,62.04,1006.58
2024-07-19 22:21:23,21.85,62.13,1006.56
2024-07-19 22:21:25,21.84,62.29,1006.58
2024-07-19 22:21:27,21.85,62.22,1006.60
2024-07-19 22:21:30,21.86,62.31,1006.57
2024-07-19 22:21:32,21.86,62.37,1006.55
2024-07-19 22:21:34,21.85,62.54,1006.60
2024-07-19 22:21:36,21.84,62.28,1006.59
2024-07-19 22:21:38,21.85,62.44,1006.58
2024-07-19 22:21:40,21.85,62.29,1006.55
2024-07-19 22:21:42,21.86,62.17,1006.55
2024-07-19 22:21:45,21.86,62.42,1006.58
2024-07-19 22:21:47,21.86,62.53,1006.59
2024-07-19 22:21:49,21.86,62.30,1006.58
2024-07-19 22:21:51,21.85,62.51,1006.56
2024-07-19 22:21:53,21.85,62.37,1006.60
2024-07-19 22:21:55,21.86,62.24,1006.58
2024-07-19 22:21:57,21.86,62.34,1006.55
2024-07-19 22:21:59,21.85,62.42,1006.61
2024-07-19 22:22:02,21.85,62.35,1006.61
2024-07-19 22:22:04,21.85,62.47,1006.58
2024-07-19 22:22:06,21.86,62.50,1006.60
2024-07-19 22:22:08,21.86,62.37,1006.60
2024-07-19 22:22:10,21.86,62.54,1006.60
2024-07-19 22:22:12,21.86,62.37,1006.62
2024-07-19 22:22:14,21.85,62.39,1006.57
2024-07-19 22:22:16,21.86,62.11,1006.60
2024-07-19 22:22:19,21.86,62.08,1006.60
2024-07-19 22:22:21,21.85,62.01,1006.58
2024-07-19 22:22:23,21.86,62.24,1006.60
2024-07-19 22:22:25,21.86,62.18,1006.61
2024-07-19 22:22:27,21.86,62.09,1006.60
2024-07-19 22:22:29,21.86,62.17,1006.59
2024-07-19 22:22:31,21.86,62.23,1006.57
2024-07-19 22:22:34,21.86,62.19,1006.58
2024-07-19 22:22:36,21.87,62.08,1006.58
2024-07-19 22:22:38,21.86,62.25,1006.60
2024-07-19 22:22:40,21.86,62.19,1006.57
2024-07-19 22:22:42,21.86,62.17,1006.62
2024-07-19 22:22:44,21.86,62.36,1006.59
2024-07-19 22:22:46,21.87,62.31,1006.56
2024-07-19 22:22:48,21.86,62.41,1006.59
2024-07-19 22:22:51,21.87,62.29,1006.57
2024-07-19 22:22:53,21.86,62.27,1006.62
2024-07-19 22:22:55,21.87,62.37,1006.58
2024-07-19 22:22:57,21.86,62.52,1006.60
2024-07-19 22:22:59,21.86,62.19,1006.60
2024-07-19 22:23:01,21.86,62.34,1006.58
2024-07-19 22:23:03,21.86,62.25,1006.56
2024-07-19 22:23:06,21.86,62.08,1006.56
2024-07-19 22:23:08,21.86,62.13,1006.60
2024-07-19 22:23:10,21.86,62.16,1006.59
2024-07-19 22:23:12,21.86,62.17,1006.55
2024-07-19 22:23:14,21.86,62.21,1006.57
2024-07-19 22:23:16,21.86,62.28,1006.59
2024-07-19 22:23:18,21.86,62.18,1006.55
2024-07-19 22:23:20,21.86,62.21,1006.57
2024-07-19 22:23:23,21.86,62.31,1006.57
2024-07-19 22:23:25,21.86,62.40,1006.58
2024-07-19 22:23:27,21.85,62.46,1006.58
2024-07-19 22:23:29,21.86,62.34,1006.57
2024-07-19 22:23:31,21.85,62.32,1006.57
2024-07-19 22:23:33,21.86,62.25,1006.58
2024-07-19 22:23:35,21.86,62.33,1006.61
2024-07-19 22:23:37,21.87,62.55,1006.55
2024-07-19 22:23:40,21.86,62.25,1006.60
2024-07-19 22:23:42,21.85,62.38,1006.58
2024-07-19 22:23:44,21.86,62.33,1006.53
2024-07-19 22:23:46,21.86,62.32,1006.56
2024-07-19 22:23:48,21.86,62.24,1006.56
2024-07-19 22:23:50,21.86,62.35,1006.58
2024-07-19 22:23:52,21.86,62.33,1006.52
2024-07-19 22:23:55,21.86,62.41,1006.55
2024-07-19 22:23:57,21.86,62.31,1006.53
2024-07-19 22:23:59,21.85,62.24,1006.57
2024-07-19 22:24:01,21.84,62.24,1006.55
2024-07-19 22:24:03,21.87,62.41,1006.51
2024-07-19 22:24:05,21.86,62.34,1006.52
2024-07-19 22:24:07,21.85,62.41,1006.50
2024-07-19 22:24:09,21.86,62.43,1006.57
2024-07-19 22:24:12,21.86,62.35,1006.53
2024-07-19 22:24:14,21.86,62.32,1006.57
2024-07-19 22:24:16,21.86,62.30,1006.57
2024-07-19 22:24:18,21.86,62.38,1006.53
2024-07-19 22:24:20,21.85,62.48,1006.54
2024-07-19 22:24:22,21.86,62.50,1006.54
2024-07-19 22:24:24,21.85,62.39,1006.54
2024-07-19 22:24:27,21.86,62.37,1006.52
2024-07-19 22:24:29,21.87,62.37,1006.52
2024-07-19 22:24:31,21.87,62.32,1006.58
2024-07-19 22:24:33,21.86,62.40,1006.55
2024-07-19 22:24:35,21.86,62.32,1006.57
2024-07-19 22:24:37,21.87,62.38,1006.56
2024-07-19 22:24:39,21.86,62.45,1006.51
2024-07-19 22:24:41,21.86,62.40,1006.55
2024-07-19 22:24:44,21.86,62.50,1006.59
2024-07-19 22:24:46,21.86,62.42,1006.56
2024-07-19 22:24:48,21.87,62.35,1006.56
2024-07-19 22:24:50,21.86,62.47,1006.54
2024-07-19 22:24:52,21.86,62.19,1006.55
2024-07-19 22:24:54,21.86,62.23,1006.56
2024-07-19 22:24:56,21.87,62.39,1006.53
2024-07-19 22:24:59,21.85,62.33,1006.52
2024-07-19 22:25:01,21.86,62.44,1006.50
2024-07-19 22:25:03,21.86,62.47,1006.50
2024-07-19 22:25:05,21.86,62.43,1006.52
2024-07-19 22:25:07,21.86,62.38,1006.51
2024-07-19 22:25:09,21.86,62.41,1006.54
2024-07-19 22:25:11,21.86,62.34,1006.51
2024-07-19 22:25:13,21.86,62.31,1006.54
2024-07-19 22:25:16,21.87,62.16,1006.52
2024-07-19 22:25:18,21.87,62.38,1006.53
2024-07-19 22:25:20,21.86,62.31,1006.56
2024-07-19 22:25:22,21.86,62.32,1006.55
2024-07-19 22:25:24,21.86,62.24,1006.55
2024-07-19 22:25:26,21.86,62.19,1006.52
2024-07-19 22:25:28,21.86,62.20,1006.51
2024-07-19 22:25:30,21.86,62.34,1006.53
2024-07-19 22:25:33,21.86,62.29,1006.51
2024-07-19 22:25:35,21.86,62.20,1006.51
