Timestamp, Temperature(C), Humidity(%),Pressure(hPa)
2024-07-20 12:40:59,26.67,38.53,1001.07
2024-07-20 12:41:59,28.80,35.40,1001.03
2024-07-20 12:42:59,29.25,34.17,1000.93
2024-07-20 12:43:59,29.32,34.24,1000.92
2024-07-20 12:45:00,30.06,31.90,1000.82
2024-07-20 12:46:00,30.28,34.60,1000.89
2024-07-20 12:47:00,30.64,33.54,1000.81
2024-07-20 12:48:00,29.89,32.92,1000.82
2024-07-20 12:49:00,29.89,33.61,1000.81
2024-07-20 12:50:00,31.42,30.99,1000.71
2024-07-20 12:51:01,31.39,32.35,1000.65
2024-07-20 12:52:01,31.02,31.90,1000.68
2024-07-20 12:53:01,29.80,35.37,1000.70
2024-07-20 12:54:01,29.31,35.00,1000.71
2024-07-20 12:55:01,29.95,34.58,1000.70
2024-07-20 12:56:02,28.09,36.91,1000.77
2024-07-20 12:57:02,26.69,38.16,1000.82
2024-07-20 12:58:02,27.86,36.09,1000.83
2024-07-20 12:59:02,29.24,33.94,1000.80
2024-07-20 13:00:02,30.66,31.82,1000.75
2024-07-20 13:01:02,30.80,31.54,1000.69
2024-07-20 13:02:03,29.60,32.63,1000.69
2024-07-20 13:03:03,29.11,33.59,1000.76
2024-07-20 13:04:03,29.63,32.85,1000.67
2024-07-20 13:05:03,30.40,33.30,1000.69
2024-07-20 13:06:03,31.22,31.44,1000.66
2024-07-20 13:07:04,32.65,29.11,1000.61
2024-07-20 13:08:04,32.61,29.63,1000.62
2024-07-20 13:09:04,32.20,31.11,1000.58
2024-07-20 13:10:04,33.57,30.52,1000.60
2024-07-20 13:11:04,32.34,30.62,1000.57
2024-07-20 13:12:05,31.96,29.66,1000.54
2024-07-20 13:13:05,33.16,28.78,1000.54
2024-07-20 13:14:05,34.61,26.26,1000.48
2024-07-20 13:15:05,37.65,24.64,1000.40
2024-07-20 13:16:05,34.64,26.50,1000.44
2024-07-20 13:17:05,34.91,25.67,1000.44
2024-07-20 13:18:06,34.64,26.35,1000.40
2024-07-20 13:19:06,34.08,27.69,1000.40
2024-07-20 13:20:06,32.85,27.92,1000.39
2024-07-20 13:21:06,32.00,29.53,1000.42
2024-07-20 13:22:06,30.94,31.05,1000.55
2024-07-20 13:23:07,30.47,32.43,1000.56
2024-07-20 13:24:07,30.44,32.45,1000.54
2024-07-20 13:25:07,31.20,32.27,1000.53
2024-07-20 13:26:07,30.95,31.73,1000.50
2024-07-20 13:27:07,28.62,33.63,1000.57
2024-07-20 13:28:08,29.36,32.61,1000.53
2024-07-20 13:29:08,28.64,34.59,1000.51
2024-07-20 13:30:08,27.46,35.08,1000.55
2024-07-20 13:31:08,27.66,37.00,1000.52
2024-07-20 13:32:08,28.11,35.78,1000.49
2024-07-20 13:33:08,27.61,35.76,1000.48
2024-07-20 13:34:09,26.73,37.92,1000.58
2024-07-20 13:35:09,27.03,38.22,1000.58
2024-07-20 13:36:09,27.32,36.24,1000.49
2024-07-20 13:37:09,26.49,36.88,1000.53
2024-07-20 13:38:09,27.38,35.78,1000.51
2024-07-20 13:39:10,27.30,36.47,1000.55
2024-07-20 13:40:10,28.41,36.38,1000.51
2024-07-20 13:41:10,28.75,35.19,1000.52
2024-07-20 13:42:10,29.27,34.49,1000.56
2024-07-20 13:43:10,28.92,34.13,1000.53
2024-07-20 13:44:11,28.84,34.51,1000.55
2024-07-20 13:45:11,28.15,35.25,1000.56
2024-07-20 13:46:11,29.09,33.00,1000.54
2024-07-20 13:47:11,28.77,33.49,1000.49
2024-07-20 13:48:11,27.42,36.51,1000.56
2024-07-20 13:49:11,27.48,36.30,1000.49
2024-07-20 13:50:12,28.03,36.85,1000.47
2024-07-20 13:51:12,27.82,35.27,1000.48
2024-07-20 13:52:12,26.52,36.22,1000.59
2024-07-20 13:53:12,25.90,38.18,1000.61
2024-07-20 13:54:12,25.72,38.48,1000.68
2024-07-20 13:55:12,25.88,38.62,1000.59
2024-07-20 13:56:13,26.18,38.11,1000.64
2024-07-20 13:57:13,25.79,37.65,1000.57
2024-07-20 13:58:13,25.59,38.51,1000.54
2024-07-20 13:59:13,25.50,40.04,1000.53
2024-07-20 14:00:13,25.70,38.33,1000.51
2024-07-20 14:01:13,25.70,40.13,1000.52
2024-07-20 14:02:14,25.44,39.05,1000.48
2024-07-20 14:03:14,25.05,39.42,1000.51
2024-07-20 14:04:14,24.84,40.10,1000.52
2024-07-20 14:05:14,25.28,39.55,1000.50
2024-07-20 14:06:14,24.96,40.23,1000.56
2024-07-20 14:07:15,24.24,42.44,1000.63
2024-07-20 14:08:15,24.58,43.36,1000.57
